wikidata,label
Q7116409,"Oz (Chris Löfvén, 1976)"
Q3520601,"The Devil's Playground (Fred Schepisi, 1976)"
Q7770125,"The Trespassers (John Duigan, 1976)"
Q7646705,"Surrender in Paradise (Peter Cox, 1976)"
Q5291409,"Don's Party (Bruce Beresford, 1976)"
Q958772,"Storm Boy (Henri Safran, 1976)"
Q4861680,"Barney (David Waddington, 1976)"
Q5247671,"Deathcheaters (Brian Trenchard-Smith, 1976)"
Q5362135,"Eliza Fraser (Tim Burstall, 1976)"
Q6533067,"Let the Balloon Go (Oliver Howes, 1976)"
Q7637519,"Summer of Secrets (Jim Sharman, 1976)"
Q4959331,"Break of Day (Ken Hannam, 1976)"
Q7296856,"Raw Deal (Russell Hagg, 1977)"
Q7764395,"The Singer and the Dancer (Gillian Armstrong, 1977)"
Q7732966,"The FJ Holden (Michael Thornhill, 1977)"
Q7757054,"The Picture Show Man (John Power, 1977)"
Q4839718,"Backroads (Phillip Noyce, 1977)"
Q117456999,Out Of It (Ken Cameron)
Q7748932,"The Love Letters from Teralba Road (Stephen Wallace, 1977)"
Q5756374,"High Rolling (Igor Auzins, 1977)"
Q7736240,"The Getting of Wisdom (Bruce Beresford, 1977)"
Q6296331,"Journey Among Women (Tom Cowan, 1977)"
Q6646428,"Listen to the Lion (Henri Safran, 1977)"
Q3503675,"Summerfield (Ken Hannam, 1977)"
Q12125099,"Inside Looking Out (Paul Cox, 1977)"
Q4929113,"Blue Fire Lady (Ross Dimsey, 1977)"
Q7750183,"The Mango Tree (Kevin James Dobson, 1977)"
Q16833576,"Dot and the Kangaroo (Yoram Gross, 1977)"
Q1218841,"The Last Wave (Peter Weir, 1977)"
Q1753929,"Summer City (Christopher Fraser, 1977)"
Q5434157,"Fantasm Comes Again (Colin Eggleston, 1977)"
