dir_id,dir_lab,film_id,film_lab,cand_id,cand_lab,cand_score,cand_film_id,cand_film_lab,score
Q622,Lewis Milestone,Q336,Kangaroo,Q3229582,Leo Pierson,62,,,0
Q622,Lewis Milestone,Q336,Kangaroo,Q7965763,Walter P. Lewis,62,,,0
Q622,Lewis Milestone,Q336,Kangaroo,Q2023824,Louis Mercanton,60,,,0
Q622,Lewis Milestone,Q336,Kangaroo,Q558933,Milton Berle,67,,,0
Q622,Lewis Milestone,Q336,Kangaroo,Q457220,Lewis Stone,85,Q1897321,Scaramouche,32
Q622,Lewis Milestone,Q336,Kangaroo,Q3481825,Sheldon Lewis,64,,,0
Q622,Lewis Milestone,Q336,Kangaroo,Q275728,Lois Wilson,69,,,0
Q622,Lewis Milestone,Q336,Kangaroo,Q3317080,Mitchell Lewis,69,Q3521762,Casa del corvo,36
Q622,Lewis Milestone,Q336,Kangaroo,Q3125932,Hale Hamilton,64,,,0
Q622,Lewis Milestone,Q336,Kangaroo,Q15455867,LeRoy Stone,62,Q2631841,A Amiga da Onça,36
Q622,Lewis Milestone,Q336,Kangaroo,Q581704,Mabel Terry–Lewis,62,,,0
Q622,Lewis Milestone,Q336,Kangaroo,Q285928,Lewis Milestone,100,Q3210106,Kangaroo,100
Q622,Lewis Milestone,Q336,Kangaroo,Q5346232,Edwin B. Tilton,62,,,0
Q622,Lewis Milestone,Q336,Kangaroo,Q3237311,Lewis Seiler,67,Q7768102,Tanks Are Coming,33
Q622,Lewis Milestone,Q336,Kangaroo,Q3517037,Ted Lewis,67,,,0
Q622,Lewis Milestone,Q336,Kangaroo,Q19605402,Lew Lipton,64,,,0
Q622,Lewis Milestone,Q336,Kangaroo,Q459551,Seton I. Miller,69,Q18392809,Queen for a Day,26
Q622,Lewis Milestone,Q336,Kangaroo,Q11915316,Milton Holmes,71,,,0
Q622,Lewis Milestone,Q336,Kangaroo,Q505780,Andrew L. Stone,62,Q18348677,Confidence Girl,26
Q622,Lewis Milestone,Q336,Kangaroo,Q1720117,Leone Lane,64,,,0
Q622,Lewis Milestone,Q336,Kangaroo,Q276130,Mitchell Leisen,60,Q2319600,Mating Season,48
Q622,Lewis Milestone,Q336,Kangaroo,Q447255,Ted Lewis,67,,,0
Q622,Lewis Milestone,Q336,Kangaroo,Q713929,Charles Middleton,69,,,0
Q622,Lewis Milestone,Q336,Kangaroo,Q3314533,Milton Krims,67,,,0
Q622,Lewis Milestone,Q336,Kangaroo,Q3103203,Georges Milton,62,,,0
Q622,Lewis Milestone,Q336,Kangaroo,Q8023020,Wilson Collison,60,,,0
Q622,Lewis Milestone,Q336,Kangaroo,Q440360,Miles Malleson,62,Q1360769,Importance of Being Earnest,34
Q622,Lewis Milestone,Q336,Kangaroo,Q6776000,Martin Lewis,67,,,0
Q622,Lewis Milestone,Q336,Kangaroo,Q3236786,Lester Cole,62,,,0
Q622,Lewis Milestone,Q336,Kangaroo,Q1523736,Lester Lee,64,,,0
Q622,Lewis Milestone,Q336,Kangaroo,Q1335760,Emil-Edwin Reinert,61,Q18213886,Aiguille rouge,36
Q622,Lewis Milestone,Q336,Kangaroo,Q603714,Lewis J. Rachmil,60,Q3794394,Lago in pericolo,42
Q622,Lewis Milestone,Q336,Kangaroo,Q61284980,Therese Lewis,64,,,0
