dir_id,dir_lab,film_id,film_lab,cand_id,cand_lab,cand_score,cand_film_id,cand_film_lab,score
Q583,Ian Mills,Q446,Solo Flight,Q1337597,Gaston Méliès,60,,,0
Q583,Ian Mills,Q446,Solo Flight,Q56605237,Émile André,67,,,0
Q583,Ian Mills,Q446,Solo Flight,Q4969405,Ida Nielsen,60,,,0
Q583,Ian Mills,Q446,Solo Flight,Q21209161,Ida Williams,67,,,0
Q583,Ian Mills,Q446,Solo Flight,Q3437184,Nils Ahrén,67,,,0
Q583,Ian Mills,Q446,Solo Flight,Q173214,Frank Williams,61,,,0
Q583,Ian Mills,Q446,Solo Flight,Q5444525,Fernand Mailly,61,,,0
Q583,Ian Mills,Q446,Solo Flight,Q932517,Paul Willis,60,,,0
Q583,Ian Mills,Q446,Solo Flight,Q16930213,Mollie King,60,,,0
Q583,Ian Mills,Q446,Solo Flight,Q444785,Milton Sills,67,,,0
Q583,Ian Mills,Q446,Solo Flight,Q1335880,Emil Birron,60,,,0
Q583,Ian Mills,Q446,Solo Flight,Q4293499,Carl Miller,60,,,0
Q583,Ian Mills,Q446,Solo Flight,Q5488453,Frank Miller,67,,,0
Q583,Ian Mills,Q446,Solo Flight,Q43387248,María Millanes,64,,,0
Q583,Ian Mills,Q446,Solo Flight,Q3115403,Grant Mitchell,61,Q3511835,"Brother, Can You Spare a Dime?",21
Q583,Ian Mills,Q446,Solo Flight,Q669766,Jack Miller,60,,,0
Q583,Ian Mills,Q446,Solo Flight,Q207676,Frank Miller,67,,,0
Q583,Ian Mills,Q446,Solo Flight,Q530562,Billy Bevan,60,,,0
Q583,Ian Mills,Q446,Solo Flight,Q3588470,Émile Drain,63,,,0
Q583,Ian Mills,Q446,Solo Flight,Q2888537,Diana Miller,76,,,0
Q583,Ian Mills,Q446,Solo Flight,Q1237389,Miles Mander,67,,,0
Q583,Ian Mills,Q446,Solo Flight,Q54543,Helen Wills,60,,,0
Q583,Ian Mills,Q446,Solo Flight,Q459551,Seton I. Miller,61,,,0
Q583,Ian Mills,Q446,Solo Flight,Q8022082,Willis Kent,60,,,0
Q583,Ian Mills,Q446,Solo Flight,Q5488405,Frank Merrill,64,,,0
Q583,Ian Mills,Q446,Solo Flight,Q4704035,Al Hill,62,,,0
Q583,Ian Mills,Q446,Solo Flight,Q450386,Marilyn Miller,61,,,0
Q583,Ian Mills,Q446,Solo Flight,Q3154408,Iris Adrian,60,Q2081291,Apple Dumpling Gang,27
Q583,Ian Mills,Q446,Solo Flight,Q5488455,Frank Mills,80,,,0
Q583,Ian Mills,Q446,Solo Flight,Q462905,Edwin B. Willis,61,,,0
Q583,Ian Mills,Q446,Solo Flight,Q1381379,Frank Mills,80,,,0
Q583,Ian Mills,Q446,Solo Flight,Q5983278,Ian Wilson,74,,,0
Q583,Ian Mills,Q446,Solo Flight,Q743312,André Gillois,67,,,0
Q583,Ian Mills,Q446,Solo Flight,Q440360,Miles Malleson,61,,,0
Q583,Ian Mills,Q446,Solo Flight,Q513768,Max Miller,63,,,0
Q583,Ian Mills,Q446,Solo Flight,Q301484,Mireille Balin,61,,,0
Q583,Ian Mills,Q446,Solo Flight,Q168359,Jean Marais,60,,,0
Q583,Ian Mills,Q446,Solo Flight,Q315728,John Mills,74,Q2329726,La Guerre des otages,26
Q583,Ian Mills,Q446,Solo Flight,Q6548176,Lillian Miles,73,,,0
Q583,Ian Mills,Q446,Solo Flight,Q241701,Ann Miller,74,,,0
Q583,Ian Mills,Q446,Solo Flight,Q2881575,Diana Lewis,60,,,0
Q583,Ian Mills,Q446,Solo Flight,Q1554136,Guinn Williams,61,,,0
Q583,Ian Mills,Q446,Solo Flight,Q21475103,Anita Campillo,61,,,0
Q583,Ian Mills,Q446,Solo Flight,Q85482,A. M. Willner,60,,,0
Q583,Ian Mills,Q446,Solo Flight,Q5214030,Dan Milner,63,,,0
Q583,Ian Mills,Q446,Solo Flight,Q2850388,Ann Gillis,74,,,0
Q583,Ian Mills,Q446,Solo Flight,Q3308869,Michel André,60,,,0
