dir_id,dir_lab,film_id,film_lab,cand_id,cand_lab,cand_score,cand_film_id,cand_film_lab,score
Q593,Joe McCormick,Q361,Funny Things Happen Down Under,Q1707890,Joe Rickson,67,,,0
Q593,Joe McCormick,Q361,Funny Things Happen Down Under,Q1691570,Joe Rock,67,,,0
Q593,Joe McCormick,Q361,Funny Things Happen Down Under,Q3180137,Joe Moore,64,,,0
Q593,Joe McCormick,Q361,Funny Things Happen Down Under,Q16750542,John McCormick,89,,,0
Q593,Joe McCormick,Q361,Funny Things Happen Down Under,Q16750715,Langdon McCormick,73,,,0
Q593,Joe McCormick,Q361,Funny Things Happen Down Under,Q436784,Joel McCrea,67,,,0
Q593,Joe McCormick,Q361,Funny Things Happen Down Under,Q6820218,Merrill McCormick,60,,,0
Q593,Joe McCormick,Q361,Funny Things Happen Down Under,Q6247549,John McCormick,89,,,0
Q593,Joe McCormick,Q361,Funny Things Happen Down Under,Q733814,John McCormack,81,,,0
Q593,Joe McCormick,Q361,Funny Things Happen Down Under,Q3180140,Joe Morrison,64,,,0
Q593,Joe McCormick,Q361,Funny Things Happen Down Under,Q6948472,Myron McCormick,64,,,0
Q593,Joe McCormick,Q361,Funny Things Happen Down Under,Q3809967,Jone Morino,67,,,0
Q593,Joe McCormick,Q361,Funny Things Happen Down Under,Q2880189,José Mojica,61,,,0
Q593,Joe McCormick,Q361,Funny Things Happen Down Under,Q5423926,F. J. McCormick,85,,,0
Q593,Joe McCormick,Q361,Funny Things Happen Down Under,Q40701,Joseph Strick,62,,,0
Q593,Joe McCormick,Q361,Funny Things Happen Down Under,Q215762,Joseph Merrick,67,,,0
Q593,Joe McCormick,Q361,Funny Things Happen Down Under,Q5980504,Iain MacCormick,71,,,0
Q593,Joe McCormick,Q361,Funny Things Happen Down Under,Q230011,Lee Remick,61,Q3227198,Baby the Rain Must Fall,38
Q593,Joe McCormick,Q361,Funny Things Happen Down Under,Q6133149,Rick Jason,61,,,0
Q593,Joe McCormick,Q361,Funny Things Happen Down Under,Q2535955,Rick Jones,70,,,0
Q593,Joe McCormick,Q361,Funny Things Happen Down Under,Q454374,Maureen McCormick,73,,,0
Q593,Joe McCormick,Q361,Funny Things Happen Down Under,Q6768281,Mark Jones,61,,,0
Q593,Joe McCormick,Q361,Funny Things Happen Down Under,Q346965,Mickey Jones,64,,,0
Q593,Joe McCormick,Q361,Funny Things Happen Down Under,Q2056518,Pat McCormick,69,,,0
Q593,Joe McCormick,Q361,Funny Things Happen Down Under,Q459007,Joe Morton,61,,,0
Q593,Joe McCormick,Q361,Funny Things Happen Down Under,Q1563329,Rick Moses,61,,,0
