dir_id,dir_lab,film_id,film_lab,cand_id,cand_lab,cand_score,cand_film_id,cand_film_lab,score
Q554,Esben Storm,Q421,27A,Q315826,Tom Green,70,,,0
Q554,Esben Storm,Q421,27A,Q977245,Robert Storm Petersen,62,,,0
Q554,Esben Storm,Q421,27A,Q16832182,Thomas S. Hermansen,62,,,0
Q554,Esben Storm,Q421,27A,Q2874759,Axel Strøm,60,,,0
Q554,Esben Storm,Q421,27A,Q3427000,René Worms,60,,,0
Q554,Esben Storm,Q421,27A,Q438460,Ben Webster,64,,,0
Q554,Esben Storm,Q421,27A,Q4886651,Ben Webster,64,,,0
Q554,Esben Storm,Q421,27A,Q1799727,Preben Rist,64,,,0
Q554,Esben Storm,Q421,27A,Q3177427,Jerome Storm,70,,,0
Q554,Esben Storm,Q421,27A,Q38051155,Karl Storm Petersen,67,,,0
Q554,Esben Storm,Q421,27A,Q47091661,Tom Bates,60,,,0
Q554,Esben Storm,Q421,27A,Q4666443,Abe Stern,60,,,0
Q554,Esben Storm,Q421,27A,Q30607981,Tom O'Brien,64,,,0
Q554,Esben Storm,Q421,27A,Q3437434,Tora Teje,60,,,0
Q554,Esben Storm,Q421,27A,Q3530853,Tom Reed,63,,,0
Q554,Esben Storm,Q421,27A,Q7817071,Tom O'Brien,64,,,0
Q554,Esben Storm,Q421,27A,Q3530760,Tom Keene,70,,,0
Q554,Esben Storm,Q421,27A,Q2033012,Henri Storck,61,,,0
Q554,Esben Storm,Q421,27A,Q122613,Else Elster,64,,,0
Q554,Esben Storm,Q421,27A,Q93882,István Eiben,64,,,0
Q554,Esben Storm,Q421,27A,Q2439545,Tom Brown,60,,,0
Q554,Esben Storm,Q421,27A,Q58583,Ernst Röhm,60,,,0
Q554,Esben Storm,Q421,27A,Q3426907,René Stern,60,,,0
Q554,Esben Storm,Q421,27A,Q500029,Tom Brown,60,,,0
Q554,Esben Storm,Q421,27A,Q2440035,Tom Reed,63,,,0
Q554,Esben Storm,Q421,27A,Q5621826,Ernst Diesen,61,,,0
Q554,Esben Storm,Q421,27A,Q16564995,Esther Bence,61,,,0
Q554,Esben Storm,Q421,27A,Q6252313,Sven Zetterström,62,,,0
Q554,Esben Storm,Q421,27A,Q360252,René Worms,60,,,0
Q554,Esben Storm,Q421,27A,Q2439560,Tom Burke,60,,,0
Q554,Esben Storm,Q421,27A,Q15451528,Lester Shorr,61,,,0
Q554,Esben Storm,Q421,27A,Q19878742,Tom Herbert,64,,,0
Q554,Esben Storm,Q421,27A,Q466244,Gale Storm,67,,,0
Q554,Esben Storm,Q421,27A,Q11959289,Asbjørn Toms,64,,,0
Q554,Esben Storm,Q421,27A,Q470848,Mel Tormé,63,,,0
Q554,Esben Storm,Q421,27A,Q6530542,Lesley Storm,78,,,0
Q554,Esben Storm,Q421,27A,Q3530822,Tom Oreb,63,,,0
Q554,Esben Storm,Q421,27A,Q7815049,Tom Breneman,61,,,0
Q554,Esben Storm,Q421,27A,Q746436,Ester Soré,70,,,0
Q554,Esben Storm,Q421,27A,Q1261054,Tom Tellefsen,67,Q5005228,Bør Børson jr.,0
Q554,Esben Storm,Q421,27A,Q20984568,Meena Shorey,61,,,0
Q554,Esben Storm,Q421,27A,Q269242,Elisabeth Söderström,62,,,0
Q554,Esben Storm,Q421,27A,Q427388,Tom Ewell,60,Q1198799,Den store Gatsby (1974),17
Q554,Esben Storm,Q421,27A,Q5553375,Tord Andersén,61,,,0
Q554,Esben Storm,Q421,27A,Q76370441,Tom Jensen,76,,,0
Q554,Esben Storm,Q421,27A,Q5554653,Tom Greenway,61,,,0
Q554,Esben Storm,Q421,27A,Q38052789,Sonja Jensen,61,,,0
Q554,Esben Storm,Q421,27A,Q530501,Emy Storm,70,Q13406787,Emil och griseknoen,0
Q554,Esben Storm,Q421,27A,Q587601,Tom Gries,60,Q48835341,Healers,20
Q554,Esben Storm,Q421,27A,Q467343,Suchitra Sen,61,,,0
Q554,Esben Storm,Q421,27A,Q7816513,Tom Kruse,60,,,0
Q554,Esben Storm,Q421,27A,Q5958374,Bengt Lindström,64,,,0
Q554,Esben Storm,Q421,27A,Q2895825,Bengt Lindström,64,,,0
Q554,Esben Storm,Q421,27A,Q2779102,Tom Mason,60,,,0
Q554,Esben Storm,Q421,27A,Q12332322,Preben Østerfelt,62,,,0
Q554,Esben Storm,Q421,27A,Q7177164,Peter Sturm,64,,,0
Q554,Esben Storm,Q421,27A,Q1236565,Dom Beern,60,,,0
Q554,Esben Storm,Q421,27A,Q1685849,Jean Thomé,60,,,0
Q554,Esben Storm,Q421,27A,Q3048263,Edson Stroll,61,,,0
Q554,Esben Storm,Q421,27A,Q12343241,Tom Jacobsen,61,,,0
Q554,Esben Storm,Q421,27A,Q1176233,Tibor Mestyán,61,Q54265434,King Pancake,13
Q554,Esben Storm,Q421,27A,Q37494162,Jørgen Storm-Petersen,65,,,0
Q554,Esben Storm,Q421,27A,Q22945088,Tom Hayes,60,,,0
Q554,Esben Storm,Q421,27A,Q615309,Tom Bell,63,,,0
Q554,Esben Storm,Q421,27A,Q17614518,Tom Pevsner,64,,,0
