dir_id,dir_lab,film_id,film_lab,cand_id,cand_lab,cand_score,cand_film_id,cand_film_lab,score
Q647,Peter Batey,Q455,Betty Blokk-Buster Follies,Q18086746,Peter Courtney,72,,,0
Q647,Peter Batey,Q455,Betty Blokk-Buster Follies,Q3109003,Peter Elfelt,61,,,0
Q647,Peter Batey,Q455,Betty Blokk-Buster Follies,Q12331610,Peter Kjær,60,,,0
Q647,Peter Batey,Q455,Betty Blokk-Buster Follies,Q438460,Ben Webster,64,,,0
Q647,Peter Batey,Q455,Betty Blokk-Buster Follies,Q99693,Peter Ostermayr,69,,,0
Q647,Peter Batey,Q455,Betty Blokk-Buster Follies,Q15069961,Chester Barnett,62,,,0
Q647,Peter Batey,Q455,Betty Blokk-Buster Follies,Q4886651,Ben Webster,64,,,0
Q647,Peter Batey,Q455,Betty Blokk-Buster Follies,Q1452496,Peter Lang,67,,,0
Q647,Peter Batey,Q455,Betty Blokk-Buster Follies,Q3056968,Ernest G. Batley,62,,,0
Q647,Peter Batey,Q455,Betty Blokk-Buster Follies,Q2782998,Peter B. Kyne,70,,,0
Q647,Peter Batey,Q455,Betty Blokk-Buster Follies,Q47091661,Tom Bates,60,,,0
Q647,Peter Batey,Q455,Betty Blokk-Buster Follies,Q4666443,Abe Stern,60,,,0
Q647,Peter Batey,Q455,Betty Blokk-Buster Follies,Q5416410,Evelyn Preer,61,,,0
Q647,Peter Batey,Q455,Betty Blokk-Buster Follies,Q6375601,Kate Lester,73,,,0
Q647,Peter Batey,Q455,Betty Blokk-Buster Follies,Q7155074,Pauline Peters,64,,,0
Q647,Peter Batey,Q455,Betty Blokk-Buster Follies,Q504484,Peter Burke,73,,,0
Q647,Peter Batey,Q455,Betty Blokk-Buster Follies,Q3900826,Peter Burke,73,,,0
Q647,Peter Batey,Q455,Betty Blokk-Buster Follies,Q2065508,Beryl Mercer,61,,,0
Q647,Peter Batey,Q455,Betty Blokk-Buster Follies,Q7175618,Peter Malberg,67,,,0
Q647,Peter Batey,Q455,Betty Blokk-Buster Follies,Q19339360,Peter Esser,64,,,0
Q647,Peter Batey,Q455,Betty Blokk-Buster Follies,Q3493012,Spencer Bell,61,,,0
Q647,Peter Batey,Q455,Betty Blokk-Buster Follies,Q16066856,Guy Bates Post,64,,,0
Q647,Peter Batey,Q455,Betty Blokk-Buster Follies,Q6531810,Lester Balog,61,,,0
Q647,Peter Batey,Q455,Betty Blokk-Buster Follies,Q4954683,Betzy Holter,61,,,0
Q647,Peter Batey,Q455,Betty Blokk-Buster Follies,Q1027034,Pierre Batcheff,62,,,0
Q647,Peter Batey,Q455,Betty Blokk-Buster Follies,Q18640682,Peter Milne,64,,,0
Q647,Peter Batey,Q455,Betty Blokk-Buster Follies,Q465943,Betty Carter,61,,,0
Q647,Peter Batey,Q455,Betty Blokk-Buster Follies,Q1173432,Davey Lee,60,,,0
Q647,Peter Batey,Q455,Betty Blokk-Buster Follies,Q2074722,Peter Eng,70,,,0
Q647,Peter Batey,Q455,Betty Blokk-Buster Follies,Q5685849,Hay Petrie,67,,,0
Q647,Peter Batey,Q455,Betty Blokk-Buster Follies,Q78505,Peter Lorre,64,,,0
Q647,Peter Batey,Q455,Betty Blokk-Buster Follies,Q302314,Pietro Pastore,64,,,0
Q647,Peter Batey,Q455,Betty Blokk-Buster Follies,Q3376612,Peter Godfrey,67,,,0
Q647,Peter Batey,Q455,Betty Blokk-Buster Follies,Q7143284,Pat Casey,60,,,0
Q647,Peter Batey,Q455,Betty Blokk-Buster Follies,Q3349176,Odette Barencey,62,,,0
Q647,Peter Batey,Q455,Betty Blokk-Buster Follies,Q19974391,Walter Blakeley,62,,,0
