dir_id,dir_lab,film_id,film_lab,cand_id,cand_lab,cand_score,cand_film_id,cand_film_lab,score
Q629,Martyn Keith,Q108,Sea Dogs Of Australia,Q3719238,Edith Haldeman,62,,,0
Q629,Martyn Keith,Q131,In The Last Stride,Q3719238,Edith Haldeman,62,Q3988279,The Memory Mill,36
Q629,Martyn Keith,Q108,Sea Dogs Of Australia,Q4990130,Edith Wallén,61,Q10687805,Systrarna,33
Q629,Martyn Keith,Q131,In The Last Stride,Q4990130,Edith Wallén,61,,,0
Q629,Martyn Keith,Q108,Sea Dogs Of Australia,Q24289,Enid Markey,61,Q3985807,The Battle of Gettysburg,49
Q629,Martyn Keith,Q131,In The Last Stride,Q24289,Enid Markey,61,Q3520595,The Devil's Double,50
Q629,Martyn Keith,Q108,Sea Dogs Of Australia,Q1904296,Martin Kopp,61,Q21035759,Karl Valentins Hochzeit,27
Q629,Martyn Keith,Q131,In The Last Stride,Q1904296,Martin Kopp,61,,,0
Q629,Martyn Keith,Q108,Sea Dogs Of Australia,Q20007482,E.A. Martin,64,Q20004690,Destiny of the Sea,51
Q629,Martyn Keith,Q131,In The Last Stride,Q20007482,E.A. Martin,64,Q20802572,Love and the Leopard,58
Q629,Martyn Keith,Q108,Sea Dogs Of Australia,Q27063028,Mary Booth,64,,,0
Q629,Martyn Keith,Q131,In The Last Stride,Q27063028,Mary Booth,64,Q8850304,The Pawn of Fate,41
Q629,Martyn Keith,Q108,Sea Dogs Of Australia,Q11988505,Martin Gisti,67,,,0
Q629,Martyn Keith,Q131,In The Last Stride,Q11988505,Martin Gisti,67,,,0
Q629,Martyn Keith,Q108,Sea Dogs Of Australia,Q112268,Karlheinz Martin,64,,,0
Q629,Martyn Keith,Q131,In The Last Stride,Q112268,Karlheinz Martin,64,,,0
Q629,Martyn Keith,Q108,Sea Dogs Of Australia,Q6779740,Mary Hay,60,,,0
Q629,Martyn Keith,Q131,In The Last Stride,Q6779740,Mary Hay,60,,,0
Q629,Martyn Keith,Q108,Sea Dogs Of Australia,Q909904,Ken Maynard,61,,,0
Q629,Martyn Keith,Q131,In The Last Stride,Q909904,Ken Maynard,61,,,0
Q629,Martyn Keith,Q108,Sea Dogs Of Australia,Q56444152,Martin Lübbert,64,,,0
Q629,Martyn Keith,Q131,In The Last Stride,Q56444152,Martin Lübbert,64,,,0
Q629,Martyn Keith,Q108,Sea Dogs Of Australia,Q769826,Martin Frič,61,,,0
Q629,Martyn Keith,Q131,In The Last Stride,Q769826,Martin Frič,61,,,0
Q629,Martyn Keith,Q108,Sea Dogs Of Australia,Q91897,Mary Kid,70,,,0
Q629,Martyn Keith,Q131,In The Last Stride,Q91897,Mary Kid,70,,,0
Q629,Martyn Keith,Q108,Sea Dogs Of Australia,Q18638541,Matty Kemp,64,,,0
Q629,Martyn Keith,Q131,In The Last Stride,Q18638541,Matty Kemp,64,,,0
Q629,Martyn Keith,Q108,Sea Dogs Of Australia,Q6490614,Larry Kent,64,,,0
Q629,Martyn Keith,Q131,In The Last Stride,Q6490614,Larry Kent,64,,,0
Q629,Martyn Keith,Q108,Sea Dogs Of Australia,Q3218072,Larry Kent,64,,,0
Q629,Martyn Keith,Q131,In The Last Stride,Q3218072,Larry Kent,64,,,0
Q629,Martyn Keith,Q108,Sea Dogs Of Australia,Q114683,Martin Kosleck,62,,,0
Q629,Martyn Keith,Q131,In The Last Stride,Q114683,Martin Kosleck,62,,,0
Q629,Martyn Keith,Q108,Sea Dogs Of Australia,Q19902236,Edith Meinhard,62,,,0
Q629,Martyn Keith,Q131,In The Last Stride,Q19902236,Edith Meinhard,62,,,0
Q629,Martyn Keith,Q108,Sea Dogs Of Australia,Q463042,Mary Eaton,64,,,0
Q629,Martyn Keith,Q131,In The Last Stride,Q463042,Mary Eaton,64,,,0
Q629,Martyn Keith,Q108,Sea Dogs Of Australia,Q5371367,Emil Martonffy,62,,,0
Q629,Martyn Keith,Q131,In The Last Stride,Q5371367,Emil Martonffy,62,,,0
Q629,Martyn Keith,Q108,Sea Dogs Of Australia,Q338543,John Hay Beith,62,,,0
Q629,Martyn Keith,Q131,In The Last Stride,Q338543,John Hay Beith,62,,,0
Q629,Martyn Keith,Q108,Sea Dogs Of Australia,Q6390436,Kenneth Macpherson,60,,,0
Q629,Martyn Keith,Q131,In The Last Stride,Q6390436,Kenneth Macpherson,60,,,0
Q629,Martyn Keith,Q108,Sea Dogs Of Australia,Q215929,Marta Eggerth,64,,,0
Q629,Martyn Keith,Q131,In The Last Stride,Q215929,Marta Eggerth,64,,,0
Q629,Martyn Keith,Q108,Sea Dogs Of Australia,Q3047637,Edith Méra,67,,,0
Q629,Martyn Keith,Q131,In The Last Stride,Q3047637,Edith Méra,67,,,0
Q629,Martyn Keith,Q108,Sea Dogs Of Australia,Q1385393,Robert Keith,67,,,0
Q629,Martyn Keith,Q131,In The Last Stride,Q1385393,Robert Keith,67,,,0
Q629,Martyn Keith,Q108,Sea Dogs Of Australia,Q6776000,Martin Lewis,67,,,0
Q629,Martyn Keith,Q131,In The Last Stride,Q6776000,Martin Lewis,67,,,0
Q629,Martyn Keith,Q108,Sea Dogs Of Australia,Q3195468,Kermit Maynard,69,,,0
Q629,Martyn Keith,Q131,In The Last Stride,Q3195468,Kermit Maynard,69,,,0
Q629,Martyn Keith,Q108,Sea Dogs Of Australia,Q276032,Edith Wharton,72,,,0
Q629,Martyn Keith,Q131,In The Last Stride,Q276032,Edith Wharton,72,,,0
Q629,Martyn Keith,Q108,Sea Dogs Of Australia,Q6256748,Martin Öhman,61,,,0
Q629,Martyn Keith,Q131,In The Last Stride,Q6256748,Martin Öhman,61,,,0
Q629,Martyn Keith,Q108,Sea Dogs Of Australia,Q3049429,Eily Malyon,61,,,0
Q629,Martyn Keith,Q131,In The Last Stride,Q3049429,Eily Malyon,61,,,0
Q629,Martyn Keith,Q108,Sea Dogs Of Australia,Q55760740,Mary Ellis,64,,,0
Q629,Martyn Keith,Q131,In The Last Stride,Q55760740,Mary Ellis,64,,,0
Q629,Martyn Keith,Q108,Sea Dogs Of Australia,Q6779472,Mary Ellis,64,,,0
Q629,Martyn Keith,Q131,In The Last Stride,Q6779472,Mary Ellis,64,,,0
Q629,Martyn Keith,Q108,Sea Dogs Of Australia,Q20679442,Rosalind Keith,62,,,0
Q629,Martyn Keith,Q131,In The Last Stride,Q20679442,Rosalind Keith,62,,,0
Q629,Martyn Keith,Q108,Sea Dogs Of Australia,Q4897580,Beth Marion,70,,,0
Q629,Martyn Keith,Q131,In The Last Stride,Q4897580,Beth Marion,70,,,0
Q629,Martyn Keith,Q108,Sea Dogs Of Australia,Q5977948,Knut Martin,70,,,0
Q629,Martyn Keith,Q131,In The Last Stride,Q5977948,Knut Martin,70,,,0
Q629,Martyn Keith,Q108,Sea Dogs Of Australia,Q3295197,Marthe Marty,67,,,0
Q629,Martyn Keith,Q131,In The Last Stride,Q3295197,Marthe Marty,67,,,0
Q629,Martyn Keith,Q108,Sea Dogs Of Australia,Q8961164,Felisa Mary,61,,,0
Q629,Martyn Keith,Q131,In The Last Stride,Q8961164,Felisa Mary,61,,,0
Q629,Martyn Keith,Q108,Sea Dogs Of Australia,Q6780069,Mary Lee,60,,,0
Q629,Martyn Keith,Q131,In The Last Stride,Q6780069,Mary Lee,60,,,0
Q629,Martyn Keith,Q108,Sea Dogs Of Australia,Q3295932,Martyn Green,67,,,0
Q629,Martyn Keith,Q131,In The Last Stride,Q3295932,Martyn Green,67,,,0
Q629,Martyn Keith,Q108,Sea Dogs Of Australia,Q6780066,Mary Lee,60,,,0
Q629,Martyn Keith,Q131,In The Last Stride,Q6780066,Mary Lee,60,,,0
Q629,Martyn Keith,Q108,Sea Dogs Of Australia,Q16937522,Käthe Mey,60,,,0
Q629,Martyn Keith,Q131,In The Last Stride,Q16937522,Käthe Mey,60,,,0
Q629,Martyn Keith,Q108,Sea Dogs Of Australia,Q3783499,Harry Feist,61,,,0
Q629,Martyn Keith,Q131,In The Last Stride,Q3783499,Harry Feist,61,,,0
Q629,Martyn Keith,Q108,Sea Dogs Of Australia,Q281404,Kevin McCarthy,69,,,0
Q629,Martyn Keith,Q131,In The Last Stride,Q281404,Kevin McCarthy,69,,,0
Q629,Martyn Keith,Q108,Sea Dogs Of Australia,Q20973997,Janet Martin,67,,,0
Q629,Martyn Keith,Q131,In The Last Stride,Q20973997,Janet Martin,67,,,0
Q629,Martyn Keith,Q108,Sea Dogs Of Australia,Q936758,Jean Martin,61,,,0
Q629,Martyn Keith,Q131,In The Last Stride,Q936758,Jean Martin,61,,,0
Q629,Martyn Keith,Q108,Sea Dogs Of Australia,Q831143,Márton Keleti,67,,,0
Q629,Martyn Keith,Q131,In The Last Stride,Q831143,Márton Keleti,67,,,0
Q629,Martyn Keith,Q108,Sea Dogs Of Australia,Q6775545,Martin Goldsmith,64,,,0
Q629,Martyn Keith,Q131,In The Last Stride,Q6775545,Martin Goldsmith,64,,,0
