dir_id,dir_lab,film_id,film_lab,cand_id,cand_lab,cand_score,cand_film_id,cand_film_lab,score
Q580,Henri Safran,Q465,Storm Boy,Q3751804,Frank Evans,61,,,0
Q580,Henri Safran,Q482,Listen To The Lion,Q3751804,Frank Evans,61,,,0
Q580,Henri Safran,Q465,Storm Boy,Q945057,Henri Lavedan,72,,,0
Q580,Henri Safran,Q482,Listen To The Lion,Q945057,Henri Lavedan,72,,,0
Q580,Henri Safran,Q465,Storm Boy,Q84780,Henry Lehrman,64,,,0
Q580,Henri Safran,Q482,Listen To The Lion,Q84780,Henry Lehrman,64,,,0
Q580,Henri Safran,Q465,Storm Boy,Q3437111,Henrik Malberg,62,,,0
Q580,Henri Safran,Q482,Listen To The Lion,Q3437111,Henrik Malberg,62,,,0
Q580,Henri Safran,Q465,Storm Boy,Q6171561,Henry Seemann,64,,,0
Q580,Henri Safran,Q482,Listen To The Lion,Q6171561,Henry Seemann,64,,,0
Q580,Henri Safran,Q465,Storm Boy,Q5826935,Henrik Jaenzon,62,,,0
Q580,Henri Safran,Q482,Listen To The Lion,Q5826935,Henrik Jaenzon,62,,,0
Q580,Henri Safran,Q465,Storm Boy,Q1999212,Henri Étiévant,67,,,0
Q580,Henri Safran,Q482,Listen To The Lion,Q1999212,Henri Étiévant,67,,,0
Q580,Henri Safran,Q465,Storm Boy,Q2059335,Henry MacRae,67,,,0
Q580,Henri Safran,Q482,Listen To The Lion,Q2059335,Henry MacRae,67,,,0
Q580,Henri Safran,Q465,Storm Boy,Q3131932,Henri Rollan,75,,,0
Q580,Henri Safran,Q482,Listen To The Lion,Q3131932,Henri Rollan,75,,,0
Q580,Henri Safran,Q465,Storm Boy,Q2499444,Sara Adler,64,,,0
Q580,Henri Safran,Q482,Listen To The Lion,Q2499444,Sara Adler,64,,,0
Q580,Henri Safran,Q465,Storm Boy,Q5379835,Enrique Serrano,67,,,0
Q580,Henri Safran,Q482,Listen To The Lion,Q5379835,Enrique Serrano,67,,,0
Q580,Henri Safran,Q465,Storm Boy,Q3082591,Frank Ellis,61,,,0
Q580,Henri Safran,Q482,Listen To The Lion,Q3082591,Frank Ellis,61,,,0
Q580,Henri Safran,Q465,Storm Boy,Q20732119,Heinz Sarnow,67,,,0
Q580,Henri Safran,Q482,Listen To The Lion,Q20732119,Heinz Sarnow,67,,,0
Q580,Henri Safran,Q465,Storm Boy,Q15669726,Marga Köhler,61,,,0
Q580,Henri Safran,Q482,Listen To The Lion,Q15669726,Marga Köhler,61,,,0
Q580,Henri Safran,Q465,Storm Boy,Q1903058,Marta Hübner,61,,,0
Q580,Henri Safran,Q482,Listen To The Lion,Q1903058,Marta Hübner,61,,,0
Q580,Henri Safran,Q465,Storm Boy,Q1353018,Erich Rahn,64,,,0
Q580,Henri Safran,Q482,Listen To The Lion,Q1353018,Erich Rahn,64,,,0
Q580,Henri Safran,Q465,Storm Boy,Q3726036,Enrico Roma,61,,,0
Q580,Henri Safran,Q482,Listen To The Lion,Q3726036,Enrico Roma,61,,,0
Q580,Henri Safran,Q465,Storm Boy,Q1605096,Hendrik Sartov,69,,,0
Q580,Henri Safran,Q482,Listen To The Lion,Q1605096,Hendrik Sartov,69,,,0
Q580,Henri Safran,Q465,Storm Boy,Q104977,Franz Egenieff,62,,,0
Q580,Henri Safran,Q482,Listen To The Lion,Q104977,Franz Egenieff,62,,,0
Q580,Henri Safran,Q465,Storm Boy,Q9345247,Stefan Norris,64,,,0
Q580,Henri Safran,Q482,Listen To The Lion,Q9345247,Stefan Norris,64,,,0
Q580,Henri Safran,Q465,Storm Boy,Q5696942,Hector Sarno,67,,,0
Q580,Henri Safran,Q482,Listen To The Lion,Q5696942,Hector Sarno,67,,,0
Q580,Henri Safran,Q465,Storm Boy,Q1607280,Henry Stuart,67,,,0
Q580,Henri Safran,Q482,Listen To The Lion,Q1607280,Henry Stuart,67,,,0
Q580,Henri Safran,Q465,Storm Boy,Q1280673,Henry Sharp,70,,,0
Q580,Henri Safran,Q482,Listen To The Lion,Q1280673,Henry Sharp,70,,,0
Q580,Henri Safran,Q465,Storm Boy,Q11709095,Henryk Szaro,67,,,0
Q580,Henri Safran,Q482,Listen To The Lion,Q11709095,Henryk Szaro,67,,,0
