dir_id,dir_lab,film_id,film_lab,cand_id,cand_lab,cand_score,cand_film_id,cand_film_lab,score
Q518,Brian Trenchard Smith,Q429,The Love Epidemic,Q7701975,Terence O'Brien,61,,,0
Q518,Brian Trenchard Smith,Q467,Deathcheaters,Q7701975,Terence O'Brien,61,,,0
Q518,Brian Trenchard Smith,Q435,The Man From Hong Kong,Q7701975,Terence O'Brien,61,,,0
Q518,Brian Trenchard Smith,Q429,The Love Epidemic,Q121175,Richard Angst,65,,,0
Q518,Brian Trenchard Smith,Q467,Deathcheaters,Q121175,Richard Angst,65,,,0
Q518,Brian Trenchard Smith,Q435,The Man From Hong Kong,Q121175,Richard Angst,65,,,0
Q518,Brian Trenchard Smith,Q429,The Love Epidemic,Q3115400,Grant Richards,63,,,0
Q518,Brian Trenchard Smith,Q467,Deathcheaters,Q3115400,Grant Richards,63,,,0
Q518,Brian Trenchard Smith,Q435,The Man From Hong Kong,Q3115400,Grant Richards,63,,,0
Q518,Brian Trenchard Smith,Q429,The Love Epidemic,Q316003,Richard Farnsworth,62,Q596965,Papillon,32
Q518,Brian Trenchard Smith,Q467,Deathcheaters,Q316003,Richard Farnsworth,62,Q477630,The outlaw Josey Wales,46
Q518,Brian Trenchard Smith,Q435,The Man From Hong Kong,Q316003,Richard Farnsworth,62,Q596965,Papillon,13
Q518,Brian Trenchard Smith,Q429,The Love Epidemic,Q74342,Fritz Reinhardt,61,,,0
Q518,Brian Trenchard Smith,Q467,Deathcheaters,Q74342,Fritz Reinhardt,61,,,0
Q518,Brian Trenchard Smith,Q435,The Man From Hong Kong,Q74342,Fritz Reinhardt,61,,,0
Q518,Brian Trenchard Smith,Q429,The Love Epidemic,Q22101610,Elizabeth Reinhardt,60,,,0
Q518,Brian Trenchard Smith,Q467,Deathcheaters,Q22101610,Elizabeth Reinhardt,60,,,0
Q518,Brian Trenchard Smith,Q435,The Man From Hong Kong,Q22101610,Elizabeth Reinhardt,60,,,0
Q518,Brian Trenchard Smith,Q429,The Love Epidemic,Q446404,N. Richard Nash,63,,,0
Q518,Brian Trenchard Smith,Q467,Deathcheaters,Q446404,N. Richard Nash,63,Q7093261,One Summer Love,29
Q518,Brian Trenchard Smith,Q435,The Man From Hong Kong,Q446404,N. Richard Nash,63,,,0
Q518,Brian Trenchard Smith,Q429,The Love Epidemic,Q7324148,Richard Best,61,Q710850,The Dam Busters,44
Q518,Brian Trenchard Smith,Q467,Deathcheaters,Q7324148,Richard Best,61,Q710850,Guastatori delle dighe,40
Q518,Brian Trenchard Smith,Q435,The Man From Hong Kong,Q7324148,Richard Best,61,Q710850,The Dam Busters,38
Q518,Brian Trenchard Smith,Q429,The Love Epidemic,Q506404,Richard L. Breen,61,,,0
Q518,Brian Trenchard Smith,Q467,Deathcheaters,Q506404,Richard L. Breen,61,,,0
Q518,Brian Trenchard Smith,Q435,The Man From Hong Kong,Q506404,Richard L. Breen,61,,,0
Q518,Brian Trenchard Smith,Q429,The Love Epidemic,Q5986386,Louis Miehe-Renard,62,,,0
Q518,Brian Trenchard Smith,Q467,Deathcheaters,Q5986386,Louis Miehe-Renard,62,,,0
Q518,Brian Trenchard Smith,Q435,The Man From Hong Kong,Q5986386,Louis Miehe-Renard,62,,,0
Q518,Brian Trenchard Smith,Q429,The Love Epidemic,Q1149764,Richard Bishop,63,,,0
Q518,Brian Trenchard Smith,Q467,Deathcheaters,Q1149764,Richard Bishop,63,,,0
Q518,Brian Trenchard Smith,Q435,The Man From Hong Kong,Q1149764,Richard Bishop,63,,,0
Q518,Brian Trenchard Smith,Q429,The Love Epidemic,Q28555967,Jean Taylor Smith,63,,,0
Q518,Brian Trenchard Smith,Q467,Deathcheaters,Q28555967,Jean Taylor Smith,63,,,0
Q518,Brian Trenchard Smith,Q435,The Man From Hong Kong,Q28555967,Jean Taylor Smith,63,,,0
Q518,Brian Trenchard Smith,Q429,The Love Epidemic,Q1528694,Richard Eastham,61,Q7751721,The Missiles of October,45
Q518,Brian Trenchard Smith,Q467,Deathcheaters,Q1528694,Richard Eastham,61,,,0
Q518,Brian Trenchard Smith,Q435,The Man From Hong Kong,Q1528694,Richard Eastham,61,Q7751721,The Missiles of October,40
Q518,Brian Trenchard Smith,Q429,The Love Epidemic,Q7324136,Richard Bernstein,63,,,0
Q518,Brian Trenchard Smith,Q467,Deathcheaters,Q7324136,Richard Bernstein,63,,,0
Q518,Brian Trenchard Smith,Q435,The Man From Hong Kong,Q7324136,Richard Bernstein,63,,,0
Q518,Brian Trenchard Smith,Q429,The Love Epidemic,Q786720,Richard Bright,63,Q184768,Der Pate - Teil II,48
Q518,Brian Trenchard Smith,Q467,Deathcheaters,Q786720,Richard Bright,63,Q184768,The Godfather 2,50
Q518,Brian Trenchard Smith,Q435,The Man From Hong Kong,Q786720,Richard Bright,63,Q184768,The Godfather Part 2,43
Q518,Brian Trenchard Smith,Q429,The Love Epidemic,Q2734945,Richard Briers,63,Q470584,The Four Musketeers (film),44
Q518,Brian Trenchard Smith,Q467,Deathcheaters,Q2734945,Richard Briers,63,,,0
Q518,Brian Trenchard Smith,Q435,The Man From Hong Kong,Q2734945,Richard Briers,63,Q470584,Die vier Halunken der Königin,44
Q518,Brian Trenchard Smith,Q429,The Love Epidemic,Q982182,Richard O'Brien,67,Q751921,The Rocky Horror Picture Show,43
Q518,Brian Trenchard Smith,Q467,Deathcheaters,Q982182,Richard O'Brien,67,Q751921,Festival Rocky de Terror,38
Q518,Brian Trenchard Smith,Q435,The Man From Hong Kong,Q982182,Richard O'Brien,67,Q751921,The Rocky Horror Show,47
Q518,Brian Trenchard Smith,Q429,The Love Epidemic,Q37491757,Katja Miehe-Renard,62,,,0
Q518,Brian Trenchard Smith,Q467,Deathcheaters,Q37491757,Katja Miehe-Renard,62,,,0
Q518,Brian Trenchard Smith,Q435,The Man From Hong Kong,Q37491757,Katja Miehe-Renard,62,,,0
Q518,Brian Trenchard Smith,Q429,The Love Epidemic,Q1363700,Richard Libertini,63,,,0
Q518,Brian Trenchard Smith,Q467,Deathcheaters,Q1363700,Richard Libertini,63,,,0
Q518,Brian Trenchard Smith,Q435,The Man From Hong Kong,Q1363700,Richard Libertini,63,,,0
Q518,Brian Trenchard Smith,Q429,The Love Epidemic,Q4859353,Barbara T. Smith,61,,,0
Q518,Brian Trenchard Smith,Q467,Deathcheaters,Q4859353,Barbara T. Smith,61,,,0
Q518,Brian Trenchard Smith,Q435,The Man From Hong Kong,Q4859353,Barbara T. Smith,61,,,0
Q518,Brian Trenchard Smith,Q429,The Love Epidemic,Q913154,Brian Trenchard-Smith,100,Q7748903,The Love Epidemic,100
Q518,Brian Trenchard Smith,Q467,Deathcheaters,Q913154,Brian Trenchard-Smith,100,Q5247671,Deathcheaters,100
Q518,Brian Trenchard Smith,Q435,The Man From Hong Kong,Q913154,Brian Trenchard-Smith,100,Q7750035,The Man from Hong Kong,100
Q518,Brian Trenchard Smith,Q429,The Love Epidemic,Q3161756,Jan Smithers,61,Q17049853,Where the Lilies Bloom,41
Q518,Brian Trenchard Smith,Q467,Deathcheaters,Q3161756,Jan Smithers,61,,,0
Q518,Brian Trenchard Smith,Q435,The Man From Hong Kong,Q3161756,Jan Smithers,61,Q17049853,Where the Lilies Bloom,32
Q518,Brian Trenchard Smith,Q429,The Love Epidemic,Q3431072,Richard O'Brien,67,Q7033911,Deadly Honeymoon,36
Q518,Brian Trenchard Smith,Q467,Deathcheaters,Q3431072,Richard O'Brien,67,,,0
Q518,Brian Trenchard Smith,Q435,The Man From Hong Kong,Q3431072,Richard O'Brien,67,Q7033911,Nightmare Honeymoon,49
Q518,Brian Trenchard Smith,Q429,The Love Epidemic,Q376995,Martin Miehe-Renard,70,Q12311032,Familien Gyldenkål,35
Q518,Brian Trenchard Smith,Q467,Deathcheaters,Q376995,Martin Miehe-Renard,70,Q7730749,The Double Man,44
Q518,Brian Trenchard Smith,Q435,The Man From Hong Kong,Q376995,Martin Miehe-Renard,70,Q12311032,Familien Gyldenkål,31
Q518,Brian Trenchard Smith,Q429,The Love Epidemic,Q20653582,Richard Ashe,61,,,0
