dir_id,dir_lab,film_id,film_lab,cand_id,cand_lab,cand_score,cand_film_id,cand_film_lab,score
Q584,Igor Auzins,Q479,High Rolling,Q5562688,Max Auzinger,61,,,0
Q584,Igor Auzins,Q479,High Rolling,Q4823164,Austin Leigh,61,,,0
Q584,Igor Auzins,Q479,High Rolling,Q45311041,Luis Reig,60,,,0
Q584,Igor Auzins,Q479,High Rolling,Q7800489,Tibor Lubinszky,62,,,0
Q584,Igor Auzins,Q479,High Rolling,Q5536481,George Atkinson,62,,,0
Q584,Igor Auzins,Q479,High Rolling,Q344793,George Burns,61,Q2016342,"Oh, God!",33
Q584,Igor Auzins,Q479,High Rolling,Q3758989,Gavin Gordon,61,,,0
Q584,Igor Auzins,Q479,High Rolling,Q227109,Zoë Akins,63,,,0
Q584,Igor Auzins,Q479,High Rolling,Q55395,Jean Vigo,60,,,0
Q584,Igor Auzins,Q479,High Rolling,Q5538420,George Davis,61,,,0
Q584,Igor Auzins,Q479,High Rolling,Q566908,George Davis,61,,,0
Q584,Igor Auzins,Q479,High Rolling,Q1537995,Gordon Dines,61,,,0
Q584,Igor Auzins,Q479,High Rolling,Q433903,Claudio Gora,61,Q300478,Napoli si ribella,41
Q584,Igor Auzins,Q479,High Rolling,Q51668897,Grigory Braginsky,64,,,0
Q584,Igor Auzins,Q479,High Rolling,Q4071380,Viktor Asmus,61,,,0
Q584,Igor Auzins,Q479,High Rolling,Q15267027,Nikos Kazis,64,,,0
Q584,Igor Auzins,Q479,High Rolling,Q29401360,Luis Mora,60,,,0
Q584,Igor Auzins,Q479,High Rolling,Q11977709,Hans Ziegler,61,,,0
Q584,Igor Auzins,Q479,High Rolling,Q1580424,Hans Irle,60,Q872951,Die Konsequenz,31
Q584,Igor Auzins,Q479,High Rolling,Q12083738,Igor Bolgarin,67,Q4452901,Тачанка с юга (фильм),6
Q584,Igor Auzins,Q479,High Rolling,Q4134982,Igor Gelein,64,,,0
Q584,Igor Auzins,Q479,High Rolling,Q6701194,Luis Vigoreaux,64,,,0
Q584,Igor Auzins,Q479,High Rolling,Q6240860,Hans Wigren,64,,,0
Q584,Igor Auzins,Q479,High Rolling,Q21856450,Hans Nord,60,Q15240736,Reisen til Julestjernen,23
Q584,Igor Auzins,Q479,High Rolling,Q15455578,Ivor Francis,61,,,0
Q584,Igor Auzins,Q479,High Rolling,Q12728941,George Aurelian,62,,,0
Q584,Igor Auzins,Q479,High Rolling,Q1675828,Ivor Dean,60,,,0
Q584,Igor Auzins,Q479,High Rolling,Q2412546,Igor Donskoy,61,,,0
Q584,Igor Auzins,Q479,High Rolling,Q1098785,Claus Ringer,61,,,0
Q584,Igor Auzins,Q479,High Rolling,Q10280342,Fauzi Mansur,61,Q10339462,O Mulherengo,33
Q584,Igor Auzins,Q479,High Rolling,Q3148277,Igor Galo,60,Q699679,Cross of Iron,32
Q584,Igor Auzins,Q479,High Rolling,Q2349450,Gabor Acs,60,,,0
Q584,Igor Auzins,Q479,High Rolling,Q1310482,Hans Wiegner,61,,,0
Q584,Igor Auzins,Q479,High Rolling,Q1345210,Luis Rego,60,Q3563242,You Won't Have Alsace-Lorraine,24
