dir_id,dir_lab,film_id,film_lab,cand_id,cand_lab,cand_score,cand_film_id,cand_film_lab,score
Q636,Monte Luke,Q132,Seven Keys To Baldpate,Q3829379,Lee Moran,63,Q3637486,Behind the Screen,46
Q636,Monte Luke,Q120,For Australia,Q3829379,Lee Moran,63,Q3747109,Following Father's Footsteps,39
Q636,Monte Luke,Q123,Within The Law,Q3829379,Lee Moran,63,Q15044020,Caught with the Goods,57
Q636,Monte Luke,Q132,Seven Keys To Baldpate,Q3086908,Fred Montague,61,,,0
Q636,Monte Luke,Q120,For Australia,Q3086908,Fred Montague,61,Q16038812,A Bride of Mystery,39
Q636,Monte Luke,Q123,Within The Law,Q3086908,Fred Montague,61,,,0
Q636,Monte Luke,Q132,Seven Keys To Baldpate,Q3229551,Leo D. Maloney,61,Q20803071,So Shall Ye Reap,37
Q636,Monte Luke,Q120,For Australia,Q3229551,Leo D. Maloney,61,Q3338826,Never Again,42
Q636,Monte Luke,Q123,Within The Law,Q3229551,Leo D. Maloney,61,Q3602536,Lass of the Lumberlands,38
Q636,Monte Luke,Q132,Seven Keys To Baldpate,Q960510,Montagu Love,64,Q56322698,The Men She Married,44
Q636,Monte Luke,Q120,For Australia,Q960510,Montagu Love,64,Q3602714,A Royal Family,37
Q636,Monte Luke,Q123,Within The Law,Q960510,Montagu Love,64,Q56322698,The Men She Married,42
Q636,Monte Luke,Q132,Seven Keys To Baldpate,Q1945758,Monte Blue,90,Q220394,En nations födelse,41
Q636,Monte Luke,Q120,For Australia,Q1945758,Monte Blue,90,Q220394,Birth of a Nation,40
Q636,Monte Luke,Q123,Within The Law,Q1945758,Monte Blue,90,Q192206,The Mother and the Law,56
Q636,Monte Luke,Q132,Seven Keys To Baldpate,Q5312913,Duke Worne,70,Q19543912,The Bay of Seven Isles,59
Q636,Monte Luke,Q120,For Australia,Q5312913,Duke Worne,70,Q16679690,Mysterious Hand,43
Q636,Monte Luke,Q123,Within The Law,Q5312913,Duke Worne,70,Q19365663,His Last Trick,43
