dir_id,dir_lab,film_id,film_lab,cand_id,cand_lab,cand_score,cand_film_id,cand_film_lab,score
Q510,Beaumont Smith,Q156,Satan In Sydney,Q2831143,Albert E. Smith,64,Q3745663,Find the Woman,41
Q510,Beaumont Smith,Q211,Joe,Q2831143,Albert E. Smith,64,Q48671922,Borrowed Husbands,20
Q510,Beaumont Smith,Q204,Townies And Hayseeds,Q2831143,Albert E. Smith,64,Q3868916,My Wild Irish Rose,37
Q510,Beaumont Smith,Q277,The Hayseeds,Q2831143,Albert E. Smith,64,,,0
Q510,Beaumont Smith,Q167,Barry Butts In,Q2831143,Albert E. Smith,64,Q3637174,Bears and Bad Men,45
Q510,Beaumont Smith,Q209,The Digger Earl,Q2831143,Albert E. Smith,64,Q3639201,Between Friends,27
Q510,Beaumont Smith,Q140,"Our Friends, The Hayseeds",Q2831143,Albert E. Smith,64,Q4019602,Who Goes There?,42
Q510,Beaumont Smith,Q145,The Hayseeds' Back-Blocks Show,Q2831143,Albert E. Smith,64,Q4019602,Who Goes There?,42
Q510,Beaumont Smith,Q208,Prehistoric Hayseeds,Q2831143,Albert E. Smith,64,Q3868916,My Wild Irish Rose,32
Q510,Beaumont Smith,Q165,Desert Gold,Q2831143,Albert E. Smith,64,Q16613797,Darkest Hour,52
Q510,Beaumont Smith,Q142,The Hayseeds Come To Sydney,Q2831143,Albert E. Smith,64,Q4019602,Who Goes There?,44
Q510,Beaumont Smith,Q147,The Hayseeds' Melbourne Cup,Q2831143,Albert E. Smith,64,Q3989373,The Song of the Soul,43
Q510,Beaumont Smith,Q217,Hullo Marmaduke,Q2831143,Albert E. Smith,64,Q48671922,Borrowed Husbands,25
Q510,Beaumont Smith,Q193,The Gentleman Bushranger,Q2831143,Albert E. Smith,64,Q3696268,Cousin Kate,40
Q510,Beaumont Smith,Q183,The Betrayer,Q2831143,Albert E. Smith,64,Q3522917,The Suitor,55
Q510,Beaumont Smith,Q177,The Man From Snowy River,Q2831143,Albert E. Smith,64,Q3602700,Rogue's Romance,46
Q510,Beaumont Smith,Q188,While The Billy Boils,Q2831143,Albert E. Smith,64,Q3712674,Dollars and the Woman,48
Q510,Beaumont Smith,Q220,The Adventures Of Algy,Q2831143,Albert E. Smith,64,Q3639201,"Natale del perdono, ovvero: Una vampata d'amore",33
Q510,Beaumont Smith,Q285,Splendid Fellows,Q2831143,Albert E. Smith,64,,,0
Q510,Beaumont Smith,Q156,Satan In Sydney,Q3806731,James Smith,64,Q3987403,Lo mas grande en la vida,36
Q510,Beaumont Smith,Q211,Joe,Q3806731,James Smith,64,,,0
Q510,Beaumont Smith,Q204,Townies And Hayseeds,Q3806731,James Smith,64,,,0
Q510,Beaumont Smith,Q277,The Hayseeds,Q3806731,James Smith,64,,,0
Q510,Beaumont Smith,Q167,Barry Butts In,Q3806731,James Smith,64,Q1132715,True Heart Susie,40
Q510,Beaumont Smith,Q209,The Digger Earl,Q3806731,James Smith,64,,,0
Q510,Beaumont Smith,Q140,"Our Friends, The Hayseeds",Q3806731,James Smith,64,Q192206,The Mother and the Law,48
Q510,Beaumont Smith,Q145,The Hayseeds' Back-Blocks Show,Q3806731,James Smith,64,Q192206,The Mother and the Law,47
Q510,Beaumont Smith,Q208,Prehistoric Hayseeds,Q3806731,James Smith,64,,,0
Q510,Beaumont Smith,Q165,Desert Gold,Q3806731,James Smith,64,Q969250,Hearts of the World,47
Q510,Beaumont Smith,Q142,The Hayseeds Come To Sydney,Q3806731,James Smith,64,Q192206,Intolerance: Love's Struggle Troughout the Ages,44
Q510,Beaumont Smith,Q147,The Hayseeds' Melbourne Cup,Q3806731,James Smith,64,Q969250,Hearts of the World,40
Q510,Beaumont Smith,Q217,Hullo Marmaduke,Q3806731,James Smith,64,,,0
Q510,Beaumont Smith,Q193,The Gentleman Bushranger,Q3806731,James Smith,64,Q683726,Matt Ballinger,53
