dir_id,dir_lab,film_id,film_lab,cand_id,cand_lab,cand_score,cand_film_id,cand_film_lab,score
Q572,George Young,Q23,Three Strings To Her Bow,Q3103631,Georges Wague,64,Q3212035,The Priestess of Carthage,41
Q572,George Young,Q20,The Golden West,Q3103631,Georges Wague,64,Q767714,When the Leaves Fall,51
Q572,George Young,Q61,Gambler's Gold,Q3103631,Georges Wague,64,Q3222722,Festin de Balthazar,42
Q572,George Young,Q71,The Octoroon,Q3103631,Georges Wague,64,Q3212035,The Priestess of Carthage,43
Q572,George Young,Q76,Strike,Q3103631,Georges Wague,64,Q2847529,André Chénier,35
Q572,George Young,Q23,Three Strings To Her Bow,Q1427399,Georges Meyer,64,Q4386201,Peter the Great,41
Q572,George Young,Q20,The Golden West,Q1427399,Georges Meyer,64,Q4368547,The Duel,52
Q572,George Young,Q61,Gambler's Gold,Q1427399,Georges Meyer,64,Q4397058,Romance with a Double Bass,35
Q572,George Young,Q71,The Octoroon,Q1427399,Georges Meyer,64,Q4397058,Romance with a Double Bass,37
Q572,George Young,Q76,Strike,Q1427399,Georges Meyer,64,Q3573937,Uhod velikogo starca,38
Q572,George Young,Q23,Three Strings To Her Bow,Q3101795,George Nichols,62,Q3986322,The Cloister's Touch,55
Q572,George Young,Q20,The Golden West,Q3101795,George Nichols,62,Q3988491,The Newly Weds,62
Q572,George Young,Q61,Gambler's Gold,Q3101795,George Nichols,62,Q3772903,Gold Is Not All,62
Q572,George Young,Q71,The Octoroon,Q3101795,George Nichols,62,Q3986119,The Broken Cross,57
Q572,George Young,Q76,Strike,Q3101795,George Nichols,62,Q3687191,Conscience,38
Q572,George Young,Q23,Three Strings To Her Bow,Q744402,James Young,61,Q3987927,The Last of the Saxons,48
Q572,George Young,Q20,The Golden West,Q744402,James Young,61,Q1121182,Twelfth Night,43
Q572,George Young,Q61,Gambler's Gold,Q744402,James Young,61,Q17558631,Lady Godiva,40
Q572,George Young,Q71,The Octoroon,Q744402,James Young,61,Q17520773,The Picture Idol,57
Q572,George Young,Q76,Strike,Q744402,James Young,61,Q3624734,As You Like It,50
Q572,George Young,Q23,Three Strings To Her Bow,Q3806770,James Young Deer,64,Q18572119,A Redman's Devotion,42
Q572,George Young,Q20,The Golden West,Q3806770,James Young Deer,64,Q18572119,A Redman's Devotion,41
Q572,George Young,Q61,Gambler's Gold,Q3806770,James Young Deer,64,Q3614819,An Indian's Gratitude,40
Q572,George Young,Q71,The Octoroon,Q3806770,James Young Deer,64,,,0
Q572,George Young,Q76,Strike,Q3806770,James Young Deer,64,,,0
Q572,George Young,Q23,Three Strings To Her Bow,Q716651,George Melford,62,Q3988097,The Lost Ribbon,51
Q572,George Young,Q20,The Golden West,Q716651,George Melford,62,Q3882388,On the Warpath,62
Q572,George Young,Q61,Gambler's Gold,Q716651,George Melford,62,Q3986213,The Carrier Pigeon,44
Q572,George Young,Q71,The Octoroon,Q716651,George Melford,62,Q3988097,The Lost Ribbon,67
Q572,George Young,Q76,Strike,Q716651,George Melford,62,Q3988097,The Lost Ribbon,48
Q572,George Young,Q23,Three Strings To Her Bow,Q3103214,Georges Monca,72,Q58838787,Rigadin se trompe de fiancée,43
Q572,George Young,Q20,The Golden West,Q3103214,Georges Monca,72,Q56760684,Les Terreurs de Rigadin,42
Q572,George Young,Q61,Gambler's Gold,Q3103214,Georges Monca,72,Q57629253,L'Amour qui aime,47
Q572,George Young,Q71,The Octoroon,Q3103214,Georges Monca,72,Q59140051,Rigadin and the Love Powder,41
Q572,George Young,Q76,Strike,Q3103214,Georges Monca,72,Q59140831,Rigadin est un voleur,37
Q572,George Young,Q23,Three Strings To Her Bow,Q3102798,Georges Grand,64,Q57629253,Le Cœur pardonne,30
Q572,George Young,Q20,The Golden West,Q3102798,Georges Grand,64,Q57629253,Le Cœur pardonne,26
Q572,George Young,Q61,Gambler's Gold,Q3102798,Georges Grand,64,Q57629253,L'Amour qui aime,47
Q572,George Young,Q71,The Octoroon,Q3102798,Georges Grand,64,Q57629253,Le Cœur pardonne,36
Q572,George Young,Q76,Strike,Q3102798,Georges Grand,64,Q57629253,Le Cœur pardonne,18
Q572,George Young,Q23,Three Strings To Her Bow,Q3103695,Georges de Lys,62,Q56702277,Âme de traître,44
Q572,George Young,Q20,The Golden West,Q3103695,Georges de Lys,62,Q56702277,Âme de traître,44
Q572,George Young,Q61,Gambler's Gold,Q3103695,Georges de Lys,62,Q56702277,Fleur des maquis,33
Q572,George Young,Q71,The Octoroon,Q3103695,Georges de Lys,62,Q56702277,Âme de traître,33
Q572,George Young,Q76,Strike,Q3103695,Georges de Lys,62,Q56702277,Âme de traître,33
Q572,George Young,Q23,Three Strings To Her Bow,Q1363049,George McManus,62,Q4020439,"Winsor McCay, the Famous Cartoonist of the N.Y. Herald and His Moving Comics",35
Q572,George Young,Q20,The Golden West,Q1363049,George McManus,62,Q4020439,Little Nemo,38
Q572,George Young,Q61,Gambler's Gold,Q1363049,George McManus,62,Q4020439,Little Nemo,32
Q572,George Young,Q71,The Octoroon,Q1363049,George McManus,62,Q4020439,Little Nemo,26
Q572,George Young,Q76,Strike,Q1363049,George McManus,62,Q4020439,Little Nemo,24
Q572,George Young,Q23,Three Strings To Her Bow,Q5541378,George Kleine,64,,,0
Q572,George Young,Q20,The Golden West,Q5541378,George Kleine,64,,,0
Q572,George Young,Q61,Gambler's Gold,Q5541378,George Kleine,64,,,0
Q572,George Young,Q71,The Octoroon,Q5541378,George Kleine,64,Q1057825,Quo vadis?,19
Q572,George Young,Q76,Strike,Q5541378,George Kleine,64,Q1057825,Quo vadis?,13
Q572,George Young,Q23,Three Strings To Her Bow,Q3101710,George Larkin,64,,,0
Q572,George Young,Q20,The Golden West,Q3101710,George Larkin,64,,,0
Q572,George Young,Q61,Gambler's Gold,Q3101710,George Larkin,64,,,0
Q572,George Young,Q71,The Octoroon,Q3101710,George Larkin,64,Q3939269,Robin Hood,45
Q572,George Young,Q76,Strike,Q3101710,George Larkin,64,Q3939269,Robin Hood,25
Q572,George Young,Q23,Three Strings To Her Bow,Q12318323,Ingeborg Olsen,62,,,0
Q572,George Young,Q20,The Golden West,Q12318323,Ingeborg Olsen,62,,,0
Q572,George Young,Q61,Gambler's Gold,Q12318323,Ingeborg Olsen,62,,,0
Q572,George Young,Q71,The Octoroon,Q12318323,Ingeborg Olsen,62,,,0
Q572,George Young,Q76,Strike,Q12318323,Ingeborg Olsen,62,,,0
Q572,George Young,Q23,Three Strings To Her Bow,Q600209,George Lessey,64,,,0
Q572,George Young,Q20,The Golden West,Q600209,George Lessey,64,,,0
Q572,George Young,Q61,Gambler's Gold,Q600209,George Lessey,64,,,0
Q572,George Young,Q71,The Octoroon,Q600209,George Lessey,64,Q16654104,The Passer-By,40
Q572,George Young,Q76,Strike,Q600209,George Lessey,64,Q16654104,The Passer-By,32
Q572,George Young,Q23,Three Strings To Her Bow,Q5540079,George H. Plympton,69,,,0
Q572,George Young,Q20,The Golden West,Q5540079,George H. Plympton,69,,,0
Q572,George Young,Q61,Gambler's Gold,Q5540079,George H. Plympton,69,,,0
Q572,George Young,Q71,The Octoroon,Q5540079,George H. Plympton,69,,,0
Q572,George Young,Q76,Strike,Q5540079,George H. Plympton,69,,,0
Q572,George Young,Q23,Three Strings To Her Bow,Q152941,George Irving,72,,,0
Q572,George Young,Q20,The Golden West,Q152941,George Irving,72,,,0
Q572,George Young,Q61,Gambler's Gold,Q152941,George Irving,72,,,0
Q572,George Young,Q71,The Octoroon,Q152941,George Irving,72,,,0
Q572,George Young,Q76,Strike,Q152941,George Irving,72,,,0
Q572,George Young,Q23,Three Strings To Her Bow,Q56489435,Georges Gorby,64,,,0
Q572,George Young,Q20,The Golden West,Q56489435,Georges Gorby,64,,,0
Q572,George Young,Q61,Gambler's Gold,Q56489435,Georges Gorby,64,,,0
Q572,George Young,Q71,The Octoroon,Q56489435,Georges Gorby,64,,,0
Q572,George Young,Q76,Strike,Q56489435,Georges Gorby,64,,,0
Q572,George Young,Q23,Three Strings To Her Bow,Q5542618,George Morgan,72,,,0
Q572,George Young,Q20,The Golden West,Q5542618,George Morgan,72,,,0
Q572,George Young,Q61,Gambler's Gold,Q5542618,George Morgan,72,,,0
Q572,George Young,Q71,The Octoroon,Q5542618,George Morgan,72,,,0
Q572,George Young,Q76,Strike,Q5542618,George Morgan,72,,,0
Q572,George Young,Q23,Three Strings To Her Bow,Q5540696,George Holt,70,,,0
Q572,George Young,Q20,The Golden West,Q5540696,George Holt,70,,,0
Q572,George Young,Q61,Gambler's Gold,Q5540696,George Holt,70,,,0
Q572,George Young,Q71,The Octoroon,Q5540696,George Holt,70,,,0
Q572,George Young,Q76,Strike,Q5540696,George Holt,70,,,0
Q572,George Young,Q23,Three Strings To Her Bow,Q3760487,George F. Marion,67,,,0
Q572,George Young,Q20,The Golden West,Q3760487,George F. Marion,67,,,0
Q572,George Young,Q61,Gambler's Gold,Q3760487,George F. Marion,67,,,0
Q572,George Young,Q71,The Octoroon,Q3760487,George F. Marion,67,,,0
Q572,George Young,Q76,Strike,Q3760487,George F. Marion,67,,,0
Q572,George Young,Q23,Three Strings To Her Bow,Q21208766,George E. Middleton,60,,,0
Q572,George Young,Q20,The Golden West,Q21208766,George E. Middleton,60,,,0
Q572,George Young,Q61,Gambler's Gold,Q21208766,George E. Middleton,60,,,0
Q572,George Young,Q71,The Octoroon,Q21208766,George E. Middleton,60,,,0
Q572,George Young,Q76,Strike,Q21208766,George E. Middleton,60,,,0
Q572,George Young,Q23,Three Strings To Her Bow,Q972381,George Hall,61,,,0
Q572,George Young,Q20,The Golden West,Q972381,George Hall,61,,,0
Q572,George Young,Q61,Gambler's Gold,Q972381,George Hall,61,,,0
Q572,George Young,Q71,The Octoroon,Q972381,George Hall,61,,,0
Q572,George Young,Q76,Strike,Q972381,George Hall,61,,,0
Q572,George Young,Q23,Three Strings To Her Bow,Q509576,George Hively,64,,,0
Q572,George Young,Q20,The Golden West,Q509576,George Hively,64,,,0
Q572,George Young,Q61,Gambler's Gold,Q509576,George Hively,64,,,0
