dir_id,dir_lab,film_id,film_lab,cand_id,cand_lab,cand_score,cand_film_id,cand_film_lab,score
Q576,Hans Pomeranz,Q396,Stockade,Q105716,Hans Mierendorff,62,,,0
Q576,Hans Pomeranz,Q396,Stockade,Q283270,Johannes Poulsen,62,,,0
Q576,Hans Pomeranz,Q396,Stockade,Q3126801,Hank Mann,64,,,0
Q576,Hans Pomeranz,Q396,Stockade,Q78380,Hans Junkermann,64,,,0
Q576,Hans Pomeranz,Q396,Stockade,Q15433073,Hans Oberländer,67,,,0
Q576,Hans Pomeranz,Q396,Stockade,Q1582006,Hans Rhoden,67,,,0
Q576,Hans Pomeranz,Q396,Stockade,Q1580365,Hans Hyan,64,,,0
Q576,Hans Pomeranz,Q396,Stockade,Q5649261,Hanns Lippmann,67,,,0
Q576,Hans Pomeranz,Q396,Stockade,Q16025054,Charles Horan,62,,,0
Q576,Hans Pomeranz,Q396,Stockade,Q1635378,Hans Land,64,,,0
Q576,Hans Pomeranz,Q396,Stockade,Q1600329,Heinz Hanus,67,,,0
Q576,Hans Pomeranz,Q396,Stockade,Q91803,Hans Janowitz,62,,,0
Q576,Hans Pomeranz,Q396,Stockade,Q110427,Hans Marr,64,,,0
Q576,Hans Pomeranz,Q396,Stockade,Q65659201,Hanns Kobe,61,,,0
Q576,Hans Pomeranz,Q396,Stockade,Q450047,Ann Doran,64,Q3203773,Hired Hand,33
Q576,Hans Pomeranz,Q396,Stockade,Q1582982,Hans Wassmann,62,,,0
Q576,Hans Pomeranz,Q396,Stockade,Q1551755,Hans Kyser,61,,,0
Q576,Hans Pomeranz,Q396,Stockade,Q113705,Hans Moser,70,,,0
Q576,Hans Pomeranz,Q396,Stockade,Q215461,Hans Hofmann,72,,,0
Q576,Hans Pomeranz,Q396,Stockade,Q99569,Hans Rameau,67,,,0
Q576,Hans Pomeranz,Q396,Stockade,Q3126983,Hans Neumann,64,,,0
Q576,Hans Pomeranz,Q396,Stockade,Q7345596,Robert Homans,62,,,0
Q576,Hans Pomeranz,Q396,Stockade,Q86543,Hans Jaray,61,,,0
Q576,Hans Pomeranz,Q396,Stockade,Q118740,Hans Rehmann,64,,,0
Q576,Hans Pomeranz,Q396,Stockade,Q3878463,Norman Chaney,62,,,0
Q576,Hans Pomeranz,Q396,Stockade,Q11954221,Hans Peppler,64,,,0
Q576,Hans Pomeranz,Q396,Stockade,Q215708,Max Hansen,61,,,0
Q576,Hans Pomeranz,Q396,Stockade,Q4495542,Max Hansen,61,,,0
Q576,Hans Pomeranz,Q396,Stockade,Q1422617,Hans Mühlhofer,62,,,0
Q576,Hans Pomeranz,Q396,Stockade,Q101876,Hans Reimann,64,,,0
Q576,Hans Pomeranz,Q396,Stockade,Q1581548,Hans Olden,70,,,0
Q576,Hans Pomeranz,Q396,Stockade,Q5650807,Hans W. Petersen,64,Q4747994,Amour,15
Q576,Hans Pomeranz,Q396,Stockade,Q5820186,Per Håkansson,64,,,0
Q576,Hans Pomeranz,Q396,Stockade,Q992815,Hans Homma,70,,,0
Q576,Hans Pomeranz,Q396,Stockade,Q1522635,Hans Zöberlein,62,,,0
Q576,Hans Pomeranz,Q396,Stockade,Q21475369,Allen Pomeroy,62,,,0
Q576,Hans Pomeranz,Q396,Stockade,Q1580385,Hans Hömberg,67,,,0
Q576,Hans Pomeranz,Q396,Stockade,Q940617,Homero Manzi,64,,,0
Q576,Hans Pomeranz,Q396,Stockade,Q1580168,Hans Hemes,61,,,0
Q576,Hans Pomeranz,Q396,Stockade,Q1922184,Mervyn Johns,64,,,0
Q576,Hans Pomeranz,Q396,Stockade,Q1258189,Hans Sassmann,62,,,0
Q576,Hans Pomeranz,Q396,Stockade,Q406924,Hans Moser,70,,,0
Q576,Hans Pomeranz,Q396,Stockade,Q877771,Hans Klering,64,Q1585569,Husaren in Berlin,24
Q576,Hans Pomeranz,Q396,Stockade,Q63244,Hans Hotter,67,,,0
Q576,Hans Pomeranz,Q396,Stockade,Q1581008,Hans Lehmann,64,,,0
Q576,Hans Pomeranz,Q396,Stockade,Q6041909,Nils Perne,61,,,0
Q576,Hans Pomeranz,Q396,Stockade,Q695501,Hans Krása,64,,,0
Q576,Hans Pomeranz,Q396,Stockade,Q7052201,Norman Evans,64,,,0
Q576,Hans Pomeranz,Q396,Stockade,Q11974128,Hans Stormoen,69,,,0
Q576,Hans Pomeranz,Q396,Stockade,Q97775,Hans Müller,70,,,0
Q576,Hans Pomeranz,Q396,Stockade,Q1581177,Hans Mahnke,67,,,0
Q576,Hans Pomeranz,Q396,Stockade,Q89119,Hans Putz,64,,,0
Q576,Hans Pomeranz,Q396,Stockade,Q6205038,Joan Evans,61,,,0
Q576,Hans Pomeranz,Q396,Stockade,Q235744,Jean Hagen,61,,,0
Q576,Hans Pomeranz,Q396,Stockade,Q580032,Peter Hansen,64,,,0
Q576,Hans Pomeranz,Q396,Stockade,Q7166714,Per Høst,60,Q11999236,Same Ællin,35
Q576,Hans Pomeranz,Q396,Stockade,Q3174071,Jean Pommier,64,,,0
Q576,Hans Pomeranz,Q396,Stockade,Q3425989,René Chanas,61,,,0
Q576,Hans Pomeranz,Q396,Stockade,Q186159,Peter Hanson,64,,,0
Q576,Hans Pomeranz,Q396,Stockade,Q3825705,Joan Banks,61,,,0
Q576,Hans Pomeranz,Q396,Stockade,Q2702815,Péter Halász,61,,,0
Q576,Hans Pomeranz,Q396,Stockade,Q922464,John Pomeroy,64,,,0
Q576,Hans Pomeranz,Q396,Stockade,Q1986508,Myrna Hansen,64,,,0
Q576,Hans Pomeranz,Q396,Stockade,Q3127022,Hans Verner,67,Q3211843,Poudre d'escampette,37
Q576,Hans Pomeranz,Q396,Stockade,Q6149495,Jan Merlin,61,,,0
